Site_Name,LATITUDE,LONGITUDE,C2H4Demand [kg/year],HCOOHDemand  [kg/year],CODemand  [kg/year],Feedstock [tCO2/year],Facility Type,Source,COMPANY,STATE,CO2CAPCOST [$/tCO2],Generation,Useful_ThermalE,elec[$/kWh]
Kaplan Gas Plant,-843612.7565,358921.6824,0,0,0,48539,NG Processing,EPA FLIGHT,HILCORP ENERGY CO (100%),LA,29,0,0,0.01
Bones Springs Plant,-648414.3461,-699303.0731,0,0,0,40283,NG Processing,EPA FLIGHT,REGENCY ENERGY PARTNERS LP (100%),TX,29,0,0,0.05
Reveille Gas Plant,-1074435.915,-346704.1674,0,0,0,49526,NG Processing,EPA FLIGHT,HOWARD MIDSTREAM ENERGY PARTNERS LLC (100%),TX,29,0,0,0.05
Minden Gas Processing Plant,-524221.2655,255449.2963,0,0,0,33712,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),LA,29,0,0,0.06
PLATTEVILLE GAS PLANT,340518.0878,-741061.9882,0,0,0,50283,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),CO,29,0,0,0.07
Sterling Energy Investments LLC Centennial Gas Plant,390154.3462,-693304.9986,0,0,0,42289,NG Processing,EPA FLIGHT,STERLING ENERGY GROUP INC (100%),CO,29,0,0,0.07
ROGGEN GAS PLANT,324612.4239,-707685.5148,0,0,0,41930,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),CO,29,0,0,0.07
Keota Gas Plant,392640.0602,-687562.031,0,0,0,39793,NG Processing,EPA FLIGHT,Noble Midstream Services (100%),CO,29,0,0,0.07
GREELEY GAS PLANT,354737.2494,-734000.0673,0,0,0,38510,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),CO,29,0,0,0.07
FRONT RANGE ENERGY,366096.4322,-743858.835,0,0,0,37029,Ethanol Plant,EPA FLIGHT,FRONT RANGE ENERGY LLC (100%),CO,29,0,0,0.07
Redtail Gas Plant,399936.5493,-657085.8042,0,0,0,33021,NG Processing,EPA FLIGHT,WHITING OIL & GAS CORP (100%),CO,29,0,0,0.07
Dominion Energy Transmission - Hastings Extraction Plant (Proc),334869.186,1299042.735,0,0,0,19226,NG Processing,EPA FLIGHT,DOMINION ENERGY INC (100%),WV,29,0,0,0.07
Ajax Plant,-210824.7549,-369827.5262,0,0,0,44518,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
ALLISON GAS PLANT,-202612.9873,-372457.5565,0,0,0,41559,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
Durango Midstream - Kelton Gas Plant,-227935.1394,-370180.0702,0,0,0,26462,NG Processing,EPA FLIGHT,Durango Midstream LLC (100%),TX,29,0,0,0.05
ZYBACH CRYOGENIC PLANT,-204145.5807,-372421.4132,0,0,0,22987,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
Huff,-212604.4906,-369708.6744,0,0,0,22312,NG Processing,EPA FLIGHT,MPLX LP (100%),TX,29,0,0,0.05
TARGA WILDCAT GAS PROCESSING PLANT,-610706.7247,-681975.812,0,0,0,27199,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),TX,29,0,0,0.05
DCP MIDSTREAM LP/MOORELAND PLT,-114370.2862,-280396.1056,0,0,0,38497,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),OK,29,0,0,0.05
DCP MIDSTREAM LP/CIMARRON PLT,-143474.1086,-266813.7521,0,0,0,33702,NG Processing,EPA FLIGHT,DCP MIDSTREAM LP (100%),OK,29,0,0,0.05
OFS GPRP Woodward Gas Plant,-112961.4227,-308799.4718,0,0,0,28542,NG Processing,EPA FLIGHT,ONEOK INC (100%),OK,29,0,0,0.05
Hopeton Gas Plant,-88383.23357,-233552.213,0,0,0,17962,NG Processing,EPA FLIGHT,SEMGAS LP (100%),OK,29,0,0,0.05
WASSON CO2 REMOVAL PLANT,-480034.7235,-626284.1628,0,0,0,53235,NG Processing,EPA FLIGHT,OCCIDENTAL PETROLEUM CORP (86.1%); DEVON ENERGY CORP (12%); CHEVRON CORP (1.9%),TX,29,0,0,0.05
WILLARD CO2 SEPARATION PLANT,-477684.9045,-632575.1752,0,0,0,32280,NG Processing,EPA FLIGHT,OCCIDENTAL PETROLEUM CORP (54%); PERMIAN BASIN LP (35%); DEVON ENERGY CORP (10%); OLDHAM FAMILY LLC (1%),TX,29,0,0,0.05
"KM Tejas Fandango Plant, TX",-1160862.472,-296239.151,0,0,0,36304,NG Processing,EPA FLIGHT,KINDER MORGAN INC (100%),TX,29,0,0,0.05
"YUMA ETHANOL, LLC",314579.8245,-563790.8072,0,0,0,50061,Ethanol Plant,EPA FLIGHT,YUMA ETHANOL LLC (100%),CO,29,0,0,0.09
MidMar West Gas Plant,-560231.7318,-641493.3148,0,0,0,1393,NG Processing,EPA FLIGHT,CORONADO MIDSTREAM LLC (100%),TX,29,0,0,0.05
Tebone Fractionator,-801396.0626,476762.7529,0,0,0,1845,NG Processing,EPA FLIGHT,ENTERPRISE PRODUCTS PARTNERS LP (64.19%); DCP MIDSTREAM LP (6.9%); W&T OFFSHORE INC (5.17%); TARGA RESOURCES (4.75%); EXXONMOBIL CORP (3.04%); LEED PETROLEUM LLC (2.56%); APACHE CORP (2.25%); EAGLE ROCK ENERGY PARTNERS LP (1.67%); ARENA ENERGY LLC (1.34%,LA,29,0,0,0.08
Foxskin Compressor Station,-559900.4599,231282.4951,0,0,0,12949,NG Processing,EPA FLIGHT,ENABLE MIDSTREAM PARTNERS LP (100%),LA,29,0,0,0.07
Gator Gas Processing Plant,-858690.8587,293889.2434,0,0,0,12799,NG Processing,EPA FLIGHT,KINETICA PARTNERS LLC (100%),LA,29,0,0,0.04
"EPNG Station 6595 Washington Ranch, NM",-570314.5138,-796077.0534,0,0,0,11741,NG Processing,EPA FLIGHT,KINDER MORGAN INC (100%),NM,29,0,0,0.06
LONGVIEW GAS PLANT,-568415.1784,121469.4792,0,0,0,14871,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
Utica Condensate Stabilization Facility,412498.2464,1259983.879,0,0,0,5607,NG Processing,EPA FLIGHT,MPLX LP (100%),OH,29,0,0,0.09
"NGPL Station 388 Storage, Longview, TX",-547184.3407,124481.7343,0,0,0,6199,NG Processing,EPA FLIGHT,BROOKFIELD INFRASTRUCTURE PTNR (50%); KINDER MORGAN INC (50%),TX,29,0,0,0.05
HOBART 277 CRYOGENIC PLANT,-193648.6043,-389097.717,0,0,0,2358,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.07
GRAPELAND PLANT,-669226.9446,44814.77227,0,0,0,5571,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
17Z Gas Plant - Chevron USA Inc.,19165.72248,-2108525.158,0,0,0,3486,NG Processing,EPA FLIGHT,CHEVRON CORP (100%),CA,29,0,0,0.11
RED WING CREEK GAS PLANT II,1151765.292,-570167.4547,0,0,0,4498,NG Processing,EPA FLIGHT,TRUE OIL LLC (100%),ND,29,0,0,0.07
WINGATE FRACTIONATING PLANT,-144523.4051,-1133117.524,0,0,0,2928,NG Processing,EPA FLIGHT,MARATHON PETROLEUM CO LP (100%),NM,29,0,0,0.07
Targa Gas Processing LLC - High Plains Gas Plant,-614696.1171,-545219.6798,0,0,0,10489,NG Processing,EPA FLIGHT,TARGA RESOURCES (100%),TX,29,0,0,0.05
Central MN Renewables,953666.9437,128851.9621,0,0,0,10630,Ethanol Plant,EPA FLIGHT,CENTRAL MN RENEWABLES (100%),MN,29,0,0,0.07
"Scissortail Energy Paden Processing Plant Paden, OK",-217673.3607,-49259.0157,0,0,0,13301,NG Processing,EPA FLIGHT,KINDER MORGAN INC (100%),OK,29,0,0,0.04
SPRINGTOWN GAS PROCESSING PLANT,-504054.1056,-156715.1016,0,0,0,16389,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
GOFORTH PROCESSING PLANT,-546389.4478,-145419.7169,0,0,0,16341,NG Processing,EPA FLIGHT,ENLINK MIDSTREAM LLC (100%),TX,29,0,0,0.05
WEATHERFORD PLANT,-531522.4156,-174649.2517,0,0,0,14527,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
Arrowhead Gas Plant,-674668.5617,-670112.123,0,0,0,15844,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.05
Century Gas Plant,-747848.7428,-628942.4914,0,0,0,2096,NG Processing,EPA FLIGHT,OCCIDENTAL PETROLEUM CORP (100%),TX,29,0,0,0.05
Cliffside Crude Helium Enrichment Unit,-223380.7099,-539635.3259,0,0,0,10261,NG Processing,EPA FLIGHT,unknown,TX,29,0,0,0.04
Stuart Plant,-293205.0304,-4871.68734,0,0,0,8267,NG Processing,EPA FLIGHT,ENABLE MIDSTREAM PARTNERS LP (100%),OK,29,0,0,0.04
Rangely Gas Plant,365612.202,-1083907.35,0,0,0,13753,NG Processing,EPA FLIGHT,CHEVRON CORP (68.069512%); WHITING OIL & GAS CORP (4.613916%); MMGJ COLORADO LLC (25.24566%),CO,29,0,0,0.07
Pelican Processing Plant,-858050.8328,453579.8334,0,0,0,11592,NG Processing,EPA FLIGHT,ENLINK MIDSTREAM LLC (100%),LA,29,0,0,0.07
Zider,-636152.3476,171673.0217,0,0,0,14415,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.06
CHAPEL HILL GAS PLANT,-573825.1993,83263.079,0,0,0,7725,NG Processing,EPA FLIGHT,AMERICAN MIDSTREAM PARTNERS LP (100%),TX,29,0,0,0.05
Belfield Gas Plant,1066448.425,-551919.8104,0,0,0,10622,NG Processing,EPA FLIGHT,ANDEAVOR (100%),ND,29,0,0,0.08
CHIPPEWA VALLEY ETHANOL COMPANY,875339.9727,28382.16452,0,0,0,2343,Ethanol Plant,EPA FLIGHT,CHIPPEWA VALLEY AGRAFUELS COOPERATIVE (100%),MN,29,0,0,0.08
Station 523 (Cocodrie Compressor Station),-906111.1343,519053.6654,0,0,0,2292,NG Processing,EPA FLIGHT,KINETICA PARTNERS LLC (100%),LA,29,0,0,0.05
California Resources Production Corporation – Santa Clara Valley Gas Plant,-99960.98618,-2059899.868,0,0,0,10216,NG Processing,EPA FLIGHT,CALIFORNIA RESOURCES CORP (100%),CA,29,0,0,0.09
"Copano Field Services/Upper Gulf Coast, Huntsville (Eaglebine) Station Huntsville, TX",-746265.7542,38835.66622,0,0,0,1229,NG Processing,EPA FLIGHT,KINDER MORGAN INC (100%),TX,29,0,0,0.05
Wheeler Gas Plant,-225835.78,-371689.6502,0,0,0,15893,NG Processing,EPA FLIGHT,ENERGY TRANSFER PARTNERS LP (100%),TX,29,0,0,0.05
PINAL ENERGY,-377265.3398,-1477011.847,0,0,0,60,Ethanol Plant,EPA FLIGHT,KORT INVESTMENTS LLC (100%),AZ,29,0,0,0.05
HIDETOWN PLANT,-219074.0351,-395440.6846,0,0,0,67,NG Processing,EPA FLIGHT,MIDCOAST ENERGY LLC (100%),TX,29,0,0,0.05
US Steel (Edgar Thomson),439286.4566,1352118.984,0,0,0,3655606,Steel_iron,EPA FLIGHT,unknown,PA,75,0,0,0.09
US Steel (Clairton Coke),429781.3252,1351569.42,0,0,0,915032,Steel_iron,EPA FLIGHT,unknown,PA,75,0,0,0.09
PRAXAIR INC - GEISMAR HYCO FACILITY,-802697.3919,479247.1199,0,0,0,543919,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.08
STEEL DYNAMICS INC,487184.216,917505.3776,0,0,0,837263,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
NUCOR STEEL - BERKELEY,-376203.6483,1489553.859,0,0,0,666105,Steel_iron,EPA FLIGHT,unknown,SC,75,0,0,0.06
HOLLYFRONTIER EL DORADO REFINING LLC,33301.33513,-76245.13501,0,0,0,506054,Hydrogen Plant,EPA FLIGHT,unknown,KS,75,0,0,0.08
AK Steel Corporation - Middletown,284161.0871,986889.8872,0,0,0,4417013,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.08
AIR PRODUCTS & CHEMICAL INC - LAKE CHARLES FACILITY,-807159.3508,261179.7183,0,0,0,704352,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.03
"Praxair, Inc.",-818869.8533,237931.937,0,0,0,543770,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.03
Air Products Baytown 3 Facility,-864819.0506,105262.3895,0,0,0,704497,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
CHEVRON PRODS.CO. RICHMOND REFY,366263.495,-2268470.241,0,0,0,1426228,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
AIR LIQUIDE LARGE INDUSTRIES US LP - RODEO HYDROGEN PLANT,374713.0852,-2253446.47,0,0,0,861882,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
SHELL OIL PRODUCTS US - MARTINEZ REFINERY,367983.7214,-2242564.102,0,0,0,851525,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
AIR PRODUCTS & CHEMICALS INC MARTINEZ WATERFRONT ROAD,368798.3381,-2238770.653,0,0,0,656894,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,367687.5426,-2237995.744,0,0,0,495221,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
ArcelorMittal Cleveland LLC,534603.8811,1183026.575,0,0,0,4189384,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.07
Flint Hills Resources Pine Bend Refinery,816796.1292,233797.5462,0,0,0,1316198,Hydrogen Plant,EPA FLIGHT,unknown,MN,75,0,0,0.08
"Air Products and Chemicals, Inc. - BR SMR",-770940.2105,460896.2276,0,0,0,742359,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.08
PRAXAIR Texas City Hydrogen Complex,-907153.6898,103325.44,0,0,0,1302504,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
"LINDE GAS NORTH AMERICA LLC, LA PORTE PLANT",-869541.5063,91209.21103,0,0,0,1437009,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
Air Liquide Large Industries US - SMR,-878729.188,92383.19879,0,0,0,738810,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
La Porte Steam Methane Reformer,-875614.3563,91602.44442,0,0,0,731322,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
"LINDE GAS NORTH AMERICA LLC, CLEARLAKE PLANT",-878970.5135,90560.38313,0,0,0,647141,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
Air Products LLC - Pasadena SMR,-868565.8682,77915.6875,0,0,0,485048,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
Chevron Pascagoula Refinery,-770814.6782,719705.4136,0,0,0,1410018,Hydrogen Plant,EPA FLIGHT,unknown,MS,75,0,0,0.08
Air Products Port Arthur Facility,-850904.9852,196377.4499,0,0,0,2644571,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
Praxair Port Arthur #379,-847424.4178,199105.5796,0,0,0,944066,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
Praxair Port Arthur Facility,-849794.3614,199447.2951,0,0,0,734571,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
US Steel Corp - Gary Works,493566.4473,716357.668,0,0,0,9538198,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
Mittal Steel USA - Indiana Harbor East,500263.4512,707587.112,0,0,0,6118084,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
ArcelorMittal Indiana Harbor LLC,496806.2102,705179.7251,0,0,0,4053404,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
"PRAXAIR - WHITING, IN 5&6",498651.5807,703879.6026,0,0,0,1541077,Hydrogen Plant,EPA FLIGHT,unknown,IN,75,0,0,0.07
Indiana Harbor Coke Company,497447.8656,705871.0303,0,0,0,954345,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
NORTHSHORE MINING CO - SILVER BAY,1101528.936,360444.1685,0,0,0,618126,Steel_iron,EPA FLIGHT,unknown,MN,75,0,0,0.07
TORRANCE REFINING COMPANY LLC,-167974.684,-2033125.033,0,0,0,1147727,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
Los Angeles Refinery (LAR),-174516.2952,-2025814.308,0,0,0,916097,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
AIR PRODUCTS WILMINGTON HYDROGEN PLANT,-178077.1354,-2026486.625,0,0,0,823019,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
AIR PRODUCTS CARSON HYDROGEN PLANT,-174812.4433,-2024789.679,0,0,0,729558,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
"AIR LIQUID LARGE INDUSTRIES US, LP",-159553.4716,-2038822.414,0,0,0,574912,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
"CHEVRON PRODUCTS, EL SEGUNDO REFINERY",-160656.9052,-2038130.836,0,0,0,549171,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
"Steel Dynamics Columbus, LLC",-427199.2407,684934.7493,0,0,0,569207,Steel_iron,EPA FLIGHT,unknown,MS,75,0,0,0.07
"LINDE GAS NORTH AMERICA LLC, TOLEDO PLANT",531400.179,1031094.202,0,0,0,502202,Hydrogen Plant,EPA FLIGHT,unknown,OH,75,0,0,0.05
US STEEL - GRANITE CITY,149562.3886,504868.1031,0,0,0,1453518,Steel_iron,EPA FLIGHT,unknown,IL,75,0,0,0.08
WRB Refining LP Wood River Refinery,165828.5036,509825.3468,0,0,0,976219,Hydrogen Plant,EPA FLIGHT,unknown,IL,75,0,0,0.08
GATEWAY ENERGY & COKE CO LLC,149564.3741,505118.3245,0,0,0,491274,Steel_iron,EPA FLIGHT,unknown,IL,75,0,0,0.08
Nucor Steel Louisiana LLC,-813194.4311,496124.6348,0,0,0,1031427,Steel_iron,EPA FLIGHT,unknown,LA,75,0,0,0.05
AIR PRODUCTS & CHEMICALS INC - CONVENT SMR,-812154.5287,492206.2517,0,0,0,647386,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.05
TILDEN MINING COMPANY L C,1027102.635,642644.6115,0,0,0,1100023,Steel_iron,EPA FLIGHT,unknown,MI,75,0,0,0.08
Ascend (Decatur Plant),-282418.4266,815100.7578,0,0,0,564134,Hydrogen Plant,EPA FLIGHT,unknown,AL,75,0,0,0.06
VALERO CORPUS CHRISTI REFINERY EAST PLANT,-1078640.3,-142126.6524,0,0,0,529234,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
ARCELORMITTAL BURNS HARBOR LLC,496593.0695,731385.4749,0,0,0,10667702,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
Air Products and Chemicals - Norco SMR,-819690.8269,538479.9513,0,0,0,1073525,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.05
"Praxair, St. Charles Facility",-821424.2556,539906.7098,0,0,0,917176,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.05
Air Products and Chemicals Inc. Luling SMR Facility,-829610.5736,544526.5325,0,0,0,751400,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.05
"Valero Refining - New Orleans, L.L.C.",-823103.2965,540222.3583,0,0,0,518296,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.05
AIR PRODUCTS AND CHEMICALS INC - GARYVILLE,-811859.2879,514863.9776,0,0,0,913955,Hydrogen Plant,EPA FLIGHT,unknown,LA,75,0,0,0.05
US STEEL - Minntac,1127831.879,255183.6242,0,0,0,1361554,Steel_iron,EPA FLIGHT,unknown,MN,75,0,0,0.07
voestalpine Texas LLC,-1070010.197,-126630.3543,0,0,0,783359,Steel_iron,EPA FLIGHT,unknown,TX,75,0,0,0.05
"HAVERHILL COKE COMPANY, LLC",201629.5424,1132880.126,0,0,0,887938,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.09
VALERO REFINING CO - CALI FORNIA BENICIA REFINERY,374499.8247,-2242926.126,0,0,0,955248,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
US Steel - Great Lakes Works,607286.5524,1052750.867,0,0,0,3931433,Steel_iron,EPA FLIGHT,unknown,MI,75,0,0,0.07
AK STEEL DEARBORN WORKS,608783.7635,1048303.843,0,0,0,1385429,Steel_iron,EPA FLIGHT,unknown,MI,75,0,0,0.07
BP CHERRY POINT REFINERY,1546229.226,-1958175.631,0,0,0,668194,Hydrogen Plant,EPA FLIGHT,unknown,WA,75,0,0,0.05
US STEEL - IRVIN WORKS,432407.3734,1348650.17,0,0,0,402305,Steel_iron,EPA FLIGHT,unknown,PA,75,0,0,0.09
CARPENTER TECHNOLOGY,498302.464,1676735.848,0,0,0,174207,Steel_iron,EPA FLIGHT,unknown,PA,75,0,0,0.08
NUCOR STEEL - UTAH,604438.4246,-1328205.571,0,0,0,213594,Steel_iron,EPA FLIGHT,unknown,UT,75,0,0,0.06
MOUNTAIN STATE CARBON,423452.3214,1290726.959,0,0,0,222987,Steel_iron,EPA FLIGHT,unknown,WV,75,0,0,0.07
AIR PRODUCTS AND CHEMICALS INC - CATLETTSBURG HYDROGEN PLANT,180756.31,1155761.484,0,0,0,148037,Hydrogen Plant,EPA FLIGHT,unknown,KY,75,0,0,0.07
JEWELL COAL & COKE,60225.14417,1222725.111,0,0,0,482777,Steel_iron,EPA FLIGHT,unknown,VA,75,0,0,0.07
AK STEEL CORP/BUTLER WORKS,486284.66,1336731.012,0,0,0,299480,Steel_iron,EPA FLIGHT,unknown,PA,75,0,0,0.07
SunCoke Energy Middletown Operations,281348.2322,986648.6489,0,0,0,423988,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.08
North American Stainless,191662.4106,939059.7342,0,0,0,340262,Steel_iron,EPA FLIGHT,unknown,KY,75,0,0,0.06
SINCLAIR OIL CORPORATION,532875.4682,-914289.759,0,0,0,296911,Hydrogen Plant,EPA FLIGHT,unknown,WY,75,0,0,0.09
"NAVAJO REFINING COMPANY, LLC - Artesia Refinery",-485913.6646,-780055.4556,0,0,0,143133,Hydrogen Plant,EPA FLIGHT,unknown,NM,75,0,0,0.06
ARCELORMITTAL PLATE LLC,458819.763,1694626.73,0,0,0,164039,Steel_iron,EPA FLIGHT,unknown,PA,75,0,0,0.07
"AIR PRODUCTS & CHEMICALS, INC, Tesoro Martinez",367934.8475,-2238226.227,0,0,0,260130,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
SAN FRANCISCO REFINERY AT RODEO,374156.1827,-2253270.508,0,0,0,155273,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.12
ARCELORMITTAL RIVERDALE LLC,496173.2243,691401.3873,0,0,0,158070,Steel_iron,EPA FLIGHT,unknown,IL,75,0,0,0.06
CHARTER STEEL CLEVELAND *,531254.0438,1184255.934,0,0,0,155062,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.07
NUCOR STEEL DARLINGTON,-225585.2016,1462414.371,0,0,0,198778,Steel_iron,EPA FLIGHT,unknown,SC,75,0,0,0.06
CHAPARRAL STEEL MIDLOTHIAN PLANT,-563398.4736,-96925.99877,0,0,0,247056,Steel_iron,EPA FLIGHT,unknown,TX,75,0,0,0.05
Ascend Performance Materials LLC,-732653.9045,835877.6353,0,0,0,205828,Hydrogen Plant,EPA FLIGHT,unknown,FL,75,0,0,0.08
NORTH STAR BLUESCOPE STEEL LLC *,517714.3268,987618.0037,0,0,0,297681,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.05
Nucor Steel Gallatin LLC,196666.7273,944378.6605,0,0,0,321395,Steel_iron,EPA FLIGHT,unknown,KY,75,0,0,0.06
PRAXAIR TEXAS CITY,-905754.6973,106573.1153,0,0,0,322074,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
CF & I STEEL L P/ DBA ROCKY MOUNTAIN STEEL MILLS,115886.228,-745289.0306,0,0,0,291403,Steel_iron,EPA FLIGHT,unknown,CO,75,0,0,0.09
STRUCTURAL METALS INC,-882014.3089,-196027.2895,0,0,0,215745,Steel_iron,EPA FLIGHT,unknown,TX,75,0,0,0.06
AIR PRODUCTS BAYTOWN PLANT,-863798.5154,94435.14625,0,0,0,166770,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
AIR LIQUIDE AMERICA CORP,-564244.645,122737.4808,0,0,0,392156,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.05
"STEEL DYNAMICS, INC. (SDI)",306753.5087,805463.2661,0,0,0,185036,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.07
NUCOR STEEL HERTFORD COUNTY,43414.17241,1694714.743,0,0,0,309349,Steel_iron,EPA FLIGHT,unknown,NC,75,0,0,0.06
BORGER REFINERY,-187728.3032,-480752.1771,0,0,0,473742,Hydrogen Plant,EPA FLIGHT,unknown,TX,75,0,0,0.04
ABC COKE,-397462.1352,848511.3698,0,0,0,176692,Steel_iron,EPA FLIGHT,unknown,AL,75,0,0,0.06
"ERP COKE, L.L.C. COKE PLANT",-400217.0174,847075.6213,0,0,0,144023,Steel_iron,EPA FLIGHT,unknown,AL,75,0,0,0.06
Phillips 66 Ponca City Refinery,-90427.73174,-96304.31646,0,0,0,157676,Hydrogen Plant,EPA FLIGHT,unknown,OK,75,0,0,0.04
NUCOR STEEL SEATTLE INC,1399138.729,-1971671.936,0,0,0,146344,Steel_iron,EPA FLIGHT,unknown,WA,75,0,0,0.06
"PRAXAIR - WHITING, IN 1-4",498651.5807,703879.6026,0,0,0,169804,Hydrogen Plant,EPA FLIGHT,unknown,IN,75,0,0,0.07
Phillips 66 Los Angeles Refinery - Wilmington Plant,-177710.1828,-2031086.721,0,0,0,476846,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
Phillips 66 Los Angeles Refinery - Carson Plant,-175429.9441,-2026043.484,0,0,0,277808,Hydrogen Plant,EPA FLIGHT,unknown,CA,75,0,0,0.11
NUCOR STEEL-TEXAS,-686835.6242,-15660.6011,0,0,0,168062,Steel_iron,EPA FLIGHT,unknown,TX,75,0,0,0.03
Vallourec Star,508949.1847,1270161.771,0,0,0,176066,Steel_iron,EPA FLIGHT,unknown,OH,75,0,0,0.07
CHS MCPHERSON REFINERY INC.,96239.2281,-144900.2357,0,0,0,332690,Hydrogen Plant,EPA FLIGHT,unknown,KS,75,0,0,0.08
NUCOR-YAMATO STEEL CO,-160809.6645,556401.4036,0,0,0,475456,Steel_iron,EPA FLIGHT,unknown,AR,75,0,0,0.07
NUCOR STEEL - ARKANSAS,-156014.9697,561727.1708,0,0,0,375952,Steel_iron,EPA FLIGHT,unknown,AR,75,0,0,0.07
Big River Steel LLC,-185203.486,534479.5289,0,0,0,312638,Steel_iron,EPA FLIGHT,unknown,AR,75,0,0,0.07
SSAB ALABAMA INCORPORATED,-700691.3094,760125.9909,0,0,0,334730,Steel_iron,EPA FLIGHT,unknown,AL,75,0,0,0.06
NUCOR STEEL INDIANA,314778.4618,775050.5913,0,0,0,357662,Steel_iron,EPA FLIGHT,unknown,IN,75,0,0,0.08
